SHOOTING HOMICIDE INCIDENT ID,DATE,MONTH,PRECINCT,PATROL BOROUGH,BOROUGH,VICTIM AGE,VICTIM<1,VICTIM SEX,VICTIM RACE,VICTIM ETHNIC,PER STATUS DESCRIPTION,PERP AGE,PERP SEX,PERP RACE,PERP ETHNIC,VICTIM PERP RELATIONSHIP,WEAPON USE,CIRCUMSTANCE,OTHER CIRCUMSTANCE,IN/OUT,CASE NUMBER,RECORD NUMBER,VICTIM NUMBER,DOMESTIC INCIDENT
28638             ,"Oct 2, 2016",10,050,PBBX,BRONX,36,,M,BLACK HISPANIC,HISPANIC,ARRESTED,23,M,BLACK HISPANIC,HISPANIC,UNKNOWN RELATIONSHIP,UNKNOWN,OTHER ARGUMENT,,O  ,271,1,271,NO
28597             ,"Oct 3, 2016",10,033,PBMN,MANHATTAN,36,,M,BLACK,,ARRESTED,28,M,BLACK,,UNKNOWN RELATIONSHIP,HANDGUN,DRUG RELATED TRANSACTION,,O  ,272,1,272,NO
28598             ,"Oct 3, 2016",10,025,PBMN,MANHATTAN,39,,M,BLACK,,ARRESTED,35,M,BLACK,,,HANDGUN,OTHER ARGUMENT,,O  ,273,1,273,NO
28599             ,"Oct 5, 2016",10,081,PBBN,BROOKLYN,38,,F,WHITE HISPANIC,HISPANIC,DOA,41,M,BLACK,,EX-INTIMATE PARTNER,HANDGUN,MURDER-SUICIDE,DOMESTIC,I  ,274,1,274,YES
28606             ,"Oct 5, 2016",10,075,PBBN,BROOKLYN,37,,M,BLACK,,ARRESTED,35,M,BLACK,,STRANGER,HANDGUN,OTHER ARGUMENT,,I  ,275,1,275,NO
28610             ,"Oct 6, 2016",10,024,PBMN,MANHATTAN,63,,M,WHITE HISPANIC,HISPANIC,ARRESTED,56,M,WHITE HISPANIC,HISPANIC,SIBLING,CUTTING/STABBING,OTHER ARGUMENT,DOMESTIC,I  ,276,1,276,YES
28612             ,"Oct 8, 2016",10,043,PBBX,BRONX,56,,M,BLACK HISPANIC,HISPANIC,ARRESTED,45,M,BLACK HISPANIC,HISPANIC,FRIEND,BLUNT INSTRUMENT,OTHER ARGUMENT,,I  ,277,1,277,NO
28615             ,"Oct 8, 2016",10,061,PBBS,BROOKLYN,44,,M,WHITE,,ARRESTED,27,F,WHITE HISPANIC,HISPANIC,FRIEND,CUTTING/STABBING,UNKNOWN,,I  ,278,1,278,NO
28614             ,"Oct 9, 2016",10,047,PBBX,BRONX,69,,F,ASIAN/PAC.ISL,,WANTED,36,M,BLACK,,,CUTTING/STABBING,UNKNOWN,,I  ,279,1,279,NO
28631             ,"Oct 13, 2016",10,102,PBQS,QUEENS,22,,M,WHITE HISPANIC,HISPANIC,,,,,,,HANDGUN,UNKNOWN,,I  ,280,1,280,NO
28633             ,"Oct 13, 2016",10,042,PBBX,BRONX,0,< 1,M,BLACK,,,37,M,BLACK,,CHILD,"HANDS, FISTS, FEET, ETC.",INAPPROPRIATE CARE-GIVING,DOMESTIC,I  ,281,1,281,YES
28635             ,"Oct 13, 2016",10,046,PBBX,BRONX,47,,M,WHITE HISPANIC,HISPANIC,,44,M,BLACK,,UNKNOWN RELATIONSHIP,HANDGUN,UNKNOWN,,O  ,282,1,282,NO
28652             ,"Oct 15, 2016",10,044,PBBX,BRONX,19,,M,WHITE HISPANIC,HISPANIC,,,,,,,HANDGUN,UNKNOWN,,O  ,283,1,283,NO
28658             ,"Oct 17, 2016",10,032,PBMN,MANHATTAN,18,,M,BLACK,,ARRESTED,33,M,BLACK,,,CUTTING/STABBING,OTHER ARGUMENT,,O  ,284,1,284,NO
28674             ,"Oct 23, 2016",10,040,PBBX,BRONX,28,,M,BLACK HISPANIC,HISPANIC,ARRESTED,39,M,BLACK,,,HANDGUN,DRUG RELATED TRANSACTION,,O  ,285,1,285,NO
28709             ,"Oct 29, 2016",10,113,PBQS,QUEENS,44,,F,BLACK,,ARRESTED,41,M,BLACK,,EX-INTIMATE PARTNER,CUTTING/STABBING,OTHER ARGUMENT,DOMESTIC,O  ,286,1,286,YES
28689             ,"Oct 30, 2016",10,103,PBQS,QUEENS,36,,M,BLACK,,ARRESTED,24,M,BLACK,,FRIEND,HANDGUN,OTHER ARGUMENT,,O  ,287,1,287,NO
28823             ,"Oct 30, 2016",10,048,PBBX,BRONX,70,,M,BLACK,,,,,,,,CUTTING/STABBING,OTHER ARGUMENT,,O  ,288,1,288,NO
28711             ,"Nov 1, 2016",11,043,PBBX,BRONX,25,,M,BLACK HISPANIC,HISPANIC,,,,,,,CUTTING/STABBING,UNKNOWN,,O  ,289,1,289,NO
28712             ,"Nov 1, 2016",11,073,PBBN,BROOKLYN,31,,M,BLACK,,ARRESTED,26,M,BLACK,,,HANDGUN,DRUG RELATED TRANSACTION,,O  ,290,1,290,NO
28716             ,"Nov 2, 2016",11,040,PBBX,BRONX,45,,F,BLACK HISPANIC,HISPANIC,ARRESTED,17,M,BLACK,,,HANDGUN,DRUG RELATED TRANSACTION,,O  ,291,1,291,NO
28718             ,"Nov 3, 2016",11,044,PBBX,BRONX,45,,F,WHITE HISPANIC,HISPANIC,ARRESTED,33,M,WHITE HISPANIC,HISPANIC,INTIMATE PARTNER,HANDGUN,OTHER ARGUMENT,DOMESTIC,O  ,292,1,292,YES
28723             ,"Nov 4, 2016",11,043,PBBX,BRONX,41,,M,WHITE,,DOA,35,M,WHITE HISPANIC,HISPANIC,STRANGER,HANDGUN,OTHER FELONY-NOT SPECIFIED,OFFICER KILLED-LOD,O  ,293,1,293,NO
28726             ,"Nov 7, 2016",11,014,PBMS,MANHATTAN,49,,F,ASIAN/PAC.ISL,,ARRESTED,30,F,BLACK,,STRANGER,UNKNOWN,UNKNOWN,,I  ,294,1,294,NO
28728             ,"Nov 8, 2016",11,034,PBMN,MANHATTAN,38,,M,BLACK,,DOA,36,M,BLACK,,,HANDGUN,UNKNOWN,,O  ,295,1,295,NO
28739             ,"Nov 11, 2016",11,075,PBBN,BROOKLYN,49,,M,WHITE HISPANIC,HISPANIC,ARRESTED,43,M,WHITE HISPANIC,HISPANIC,,UNKNOWN,OTHER ARGUMENT,,I  ,296,1,296,NO
28787             ,"Nov 13, 2016",11,017,PBMS,MANHATTAN,26,,M,WHITE,,ARRESTED,29,M,WHITE,,STRANGER,CUTTING/STABBING,OTHER ARGUMENT,,I  ,297,1,297,NO
3365              ,"Nov 13, 2016",11,049,PBBX,BRONX,22,,M,WHITE,,,,,,,UNKNOWN RELATIONSHIP,HANDGUN,OTHER ARGUMENT,,I  ,298,1,298,NO
28745             ,"Nov 14, 2016",11,075,PBBN,BROOKLYN,45,,M,WHITE HISPANIC,HISPANIC,ARRESTED,50,M,BLACK HISPANIC,HISPANIC,UNKNOWN RELATIONSHIP,HANDGUN,DRUG RELATED TRANSACTION,,O  ,299,1,299,NO
28777             ,"Nov 20, 2016",11,041,PBBX,BRONX,19,,M,WHITE HISPANIC,HISPANIC,ARRESTED,20,M,WHITE HISPANIC,HISPANIC,STRANGER,HANDGUN,ROBBERY,,I  ,300,1,300,NO
28788             ,"Nov 22, 2016",11,106,PBQS,QUEENS,30,,M,WHITE,,ARRESTED,34,M,WHITE,,FRIEND,HANDGUN,DRUG RELATED TRANSACTION,,I  ,301,1,301,NO
28806             ,"Nov 23, 2016",11,042,PBBX,BRONX,37,,M,BLACK,,ARRESTED,34,M,BLACK,,FRIEND,HANDGUN,OTHER ARGUMENT,,O  ,302,1,302,NO
28809             ,"Nov 23, 2016",11,081,PBBN,BROOKLYN,22,,M,BLACK,,,,,,,,HANDGUN,OTHER ARGUMENT,,O  ,303,1,303,NO
28811             ,"Nov 24, 2016",11,110,PBQN,QUEENS,23,,M,BLACK HISPANIC,HISPANIC,ARRESTED,36,M,WHITE HISPANIC,HISPANIC,STRANGER,CUTTING/STABBING,DRUG RELATED TRANSACTION,,O  ,304,1,304,NO
28826             ,"Nov 26, 2016",11,120,PBSI,STATEN ISLAND,58,,M,BLACK HISPANIC,HISPANIC,,,,,,,HANDGUN,UNKNOWN,,O  ,305,1,305,NO
28827             ,"Nov 26, 2016",11,045,PBBX,BRONX,44,,F,BLACK,,ARRESTED,36,M,BLACK,,SPOUSE,CUTTING/STABBING,OTHER ARGUMENT,DOMESTIC,I  ,306,1,306,YES
28828             ,"Nov 27, 2016",11,023,PBMN,MANHATTAN,74,,M,BLACK,,,,U,UNKNOWN,,,UNKNOWN,ROBBERY,,I  ,307,1,307,NO
28831             ,"Nov 28, 2016",11,042,PBBX,BRONX,24,,M,BLACK,,,,,,,,HANDGUN,UNKNOWN,,O  ,308,1,308,NO
28833             ,"Nov 28, 2016",11,034,PBMN,MANHATTAN,22,,F,BLACK,,DOA,27,M,BLACK,,INTIMATE PARTNER,HANDGUN,MURDER-SUICIDE,DOMESTIC,I  ,309,1,309,YES
28836             ,"Nov 30, 2016",11,075,PBBN,BROOKLYN,27,,F,BLACK HISPANIC,HISPANIC,WANTED,26,M,BLACK,,,HANDGUN,UNKNOWN,,O  ,310,1,310,NO
28837             ,"Nov 30, 2016",11,102,PBQS,QUEENS,21,,M,WHITE HISPANIC,HISPANIC,ARRESTED,22,M,BLACK,,,CUTTING/STABBING,ROBBERY,,I  ,311,1,311,NO
28838             ,"Nov 30, 2016",11,073,PBBN,BROOKLYN,32,,M,WHITE HISPANIC,HISPANIC,ARRESTED,50,M,WHITE HISPANIC,HISPANIC,,CUTTING/STABBING,UNKNOWN,,O  ,312,1,312,NO
28845             ,"Dec 1, 2016",12,045,PBBX,BRONX,55,,F,WHITE,,ARRESTED,47,M,WHITE,,FRIEND,UNKNOWN,UNKNOWN,,I  ,313,1,313,NO
28846             ,"Dec 3, 2016",12,044,PBBX,BRONX,68,,M,WHITE,,ARRESTED,32,M,WHITE HISPANIC,HISPANIC,INTIMATE PARTNER,CUTTING/STABBING,OTHER ARGUMENT,DOMESTIC,I  ,314,1,314,YES
28847             ,"Dec 4, 2016",12,063,PBBS,BROOKLYN,25,,F,BLACK,,ARRESTED,35,M,BLACK,,EX-INTIMATE PARTNER,HANDGUN,OTHER ARGUMENT,DOMESTIC,O  ,315,1,315,YES
28850             ,"Dec 5, 2016",12,106,PBQS,QUEENS,46,,F,ASIAN/PAC.ISL,,ARRESTED,50,M,ASIAN/PAC.ISL,,SPOUSE,CUTTING/STABBING,OTHER ARGUMENT,DOMESTIC,O  ,316,1,316,YES
28857             ,"Dec 7, 2016",12,069,PBBS,BROOKLYN,21,,M,BLACK,,,,,,,,HANDGUN,UNKNOWN,,O  ,317,1,317,NO
28860             ,"Dec 9, 2016",12,028,PBMN,MANHATTAN,24,,F,WHITE HISPANIC,HISPANIC,ARRESTED,21,M,BLACK,,INTIMATE PARTNER,HANDGUN,OTHER ARGUMENT,DOMESTIC,I  ,318,1,318,YES
28873             ,"Dec 11, 2016",12,106,PBQS,QUEENS,21,,M,BLACK,,ARRESTED,21,M,BLACK,,FRIEND,HANDGUN,OTHER ARGUMENT,,I  ,319,1,319,NO
28874             ,"Dec 11, 2016",12,046,PBBX,BRONX,41,,M,WHITE HISPANIC,HISPANIC,ARRESTED,47,M,BLACK,,,HANDGUN,DRUG RELATED TRANSACTION,,O  ,320,1,320,NO
28875             ,"Dec 11, 2016",12,090,PBBN,BROOKLYN,31,,M,BLACK HISPANIC,HISPANIC,ARRESTED,27,M,BLACK HISPANIC,HISPANIC,FRIEND,CUTTING/STABBING,OTHER ARGUMENT,,O  ,321,1,321,NO
28883             ,"Dec 13, 2016",12,073,PBBN,BROOKLYN,32,,M,BLACK,,,,,,,,HANDGUN,UNKNOWN,,O  ,322,1,322,NO
28884             ,"Dec 13, 2016",12,041,PBBX,BRONX,26,,M,BLACK,,ARRESTED,63,M,BLACK,,FRIEND,HANDGUN,OTHER ARGUMENT,,I  ,323,1,323,NO
28885             ,"Dec 14, 2016",12,032,PBMN,MANHATTAN,32,,M,BLACK,,,,,,,,HANDGUN,UNKNOWN,,O  ,324,1,324,NO
28894             ,"Dec 17, 2016",12,014,PBMS,MANHATTAN,27,,M,BLACK,,ARRESTED,38,M,BLACK,,,HANDGUN,OTHER ARGUMENT,,O  ,325,1,325,NO
28895             ,"Dec 18, 2016",12,067,PBBS,BROOKLYN,19,,M,BLACK,,,,,,,,HANDGUN,UNKNOWN,,I  ,326,1,326,NO
28900             ,"Dec 19, 2016",12,025,PBMN,MANHATTAN,22,,M,BLACK,,ARRESTED,28,M,BLACK,,UNKNOWN RELATIONSHIP,CUTTING/STABBING,OTHER ARGUMENT,,I  ,327,1,327,NO
28901             ,"Dec 20, 2016",12,042,PBBX,BRONX,24,,M,BLACK,,ARRESTED,20,M,WHITE HISPANIC,HISPANIC,,HANDGUN,ROBBERY,,O  ,328,1,328,NO
28903             ,"Dec 21, 2016",12,077,PBBN,BROOKLYN,46,,M,BLACK,,,,,,,,HANDGUN,OTHER ARGUMENT,,I  ,329,1,329,NO
28911             ,"Dec 25, 2016",12,067,PBBS,BROOKLYN,30,,M,BLACK,,,,,,,,HANDGUN,UNKNOWN,,O  ,330,1,330,NO
28914             ,"Dec 26, 2016",12,120,PBSI,STATEN ISLAND,31,,M,BLACK,,ARRESTED,30,M,BLACK,,,HANDGUN,OTHER ARGUMENT,,O  ,331,1,331,NO
28917             ,"Dec 26, 2016",12,030,PBMN,MANHATTAN,36,,F,WHITE HISPANIC,HISPANIC,ARRESTED,23,M,BLACK HISPANIC,HISPANIC,EX-INTIMATE PARTNER,STRANGULATION,OTHER ARGUMENT,DOMESTIC,I  ,332,1,332,YES
28917             ,"Dec 26, 2016",12,030,PBMN,MANHATTAN,4,,M,WHITE HISPANIC,HISPANIC,ARRESTED,23,M,BLACK HISPANIC,HISPANIC,CHILD,STRANGULATION,OTHER ARGUMENT,DOMESTIC,I  ,333,2,333,YES
28923             ,"Dec 30, 2016",12,044,PBBX,BRONX,27,,M,BLACK,,,,,,,,HANDGUN,DRUG RELATED TRANSACTION,,O  ,334,1,334,NO
28931             ,"Dec 31, 2016",12,067,PBBS,BROOKLYN,39,,M,UNKNOWN,,,,,,,,HANDGUN,GANG/ORGANIZED CRIME RELATED,,I  ,335,1,335,NO
